id,carat,cut,color,clarity,depth,table,x,y,z,price
79706,0.71,Ideal,I,SI2,62.1,56.0,5.75,5.72,3.56,1790
36800,1.04,Premium,G,SI2,62.8,57.0,6.49,6.45,4.05,4668
54101,0.32,Ideal,F,VS2,63.0,55.0,4.38,4.36,2.75,828
47154,1.01,Ideal,J,SI1,61.6,56.0,6.43,6.47,3.97,4705
97936,0.38,Ideal,F,VS1,61.1,55.0,4.71,4.66,2.86,1069
78083,0.72,Ideal,F,VS1,62.1,56.0,5.73,5.76,3.56,2795
52695,1.17,Premium,G,VS1,60.9,59.0,6.79,6.75,4.12,7388
69993,0.37,Premium,E,VS2,61.3,58.0,4.65,4.62,2.84,1003
11724,1.14,Premium,H,VS2,60.7,59.0,6.79,6.72,4.11,6159
60080,0.32,Ideal,G,VVS1,61.3,57.0,4.43,4.41,2.71,826
28356,0.96,Very Good,D,SI2,61.5,60.0,6.35,6.31,3.89,3740
32660,1.57,Ideal,I,VVS2,62.4,57.0,7.36,7.4,4.6,11560
49779,2.14,Premium,H,SI1,61.3,60.0,8.28,8.34,5.07,15318
75739,2.29,Ideal,H,SI2,61.4,55.0,8.51,8.43,5.21,12626
92608,0.41,Ideal,D,VVS2,59.9,57.0,4.88,4.91,2.94,1356
88096,0.53,Ideal,E,VS2,61.7,55.0,5.2,5.22,3.22,1690
40908,1.5,Very Good,H,IF,63.1,58.0,7.19,7.23,4.53,12378
92476,0.41,Ideal,G,VS2,62.0,56.0,4.76,4.78,2.95,1061
90447,0.43,Premium,F,SI1,61.3,60.0,4.83,4.87,2.98,791
94886,1.54,Premium,I,SI2,60.9,57.0,7.41,7.45,4.53,8780
1106,1.15,Very Good,H,SI2,62.3,59.0,6.64,6.73,4.18,4130
5874,0.31,Ideal,E,VVS2,61.9,55.0,4.34,4.4,2.71,721
31630,0.36,Very Good,F,VS2,62.6,62.0,4.54,4.56,2.85,616
67319,1.24,Ideal,H,VS1,61.5,55.0,6.9,6.95,4.26,7797
73188,0.4,Very Good,G,VS2,60.4,58.0,4.84,4.81,2.91,847
89029,1.03,Premium,I,SI1,62.1,59.0,6.47,6.43,4.01,4131
26481,0.32,Ideal,D,VS2,61.9,56.0,4.38,4.39,2.71,940
96855,1.03,Ideal,D,SI1,62.4,56.0,6.46,6.5,4.04,6727
69804,1.02,Ideal,F,VS2,60.9,57.0,6.51,6.54,3.97,7087
84647,0.3,Ideal,H,VVS1,61.6,55.0,4.33,4.37,2.68,684
43487,1.0,Ideal,D,SI2,61.3,57.0,6.44,6.47,3.95,4883
43602,0.3,Premium,F,VS2,61.2,60.0,4.33,4.35,2.65,776
41619,0.41,Ideal,F,VVS2,61.6,56.0,4.81,4.79,2.96,1192
82462,0.4,Ideal,H,VVS2,62.0,55.0,4.78,4.74,2.95,1125
10063,0.3,Premium,E,VVS2,60.2,60.0,4.38,4.41,2.64,742
59255,1.5,Ideal,G,VS2,60.9,60.0,7.34,7.37,4.48,12207
10525,1.52,Ideal,E,SI2,61.7,55.0,7.34,7.37,4.54,9498
67944,2.23,Very Good,I,SI1,63.1,59.0,8.36,8.29,5.22,14817
31628,0.85,Premium,H,SI1,62.1,60.0,6.09,6.06,3.77,3733
24228,1.51,Premium,F,VS2,62.9,59.0,7.31,7.23,4.57,14777
39486,0.33,Ideal,G,VS2,62.4,56.0,4.43,4.46,2.77,743
35922,1.01,Ideal,D,VS2,61.5,56.0,6.48,6.44,3.97,7127
41940,1.04,Very Good,H,SI1,62.6,58.0,6.41,6.44,4.03,5094
14491,0.29,Very Good,G,VVS2,61.6,56.0,4.24,4.27,2.62,707
751,1.01,Premium,I,SI1,61.6,56.0,6.5,6.46,3.99,4404
41181,0.9,Ideal,F,SI1,62.1,56.0,6.18,6.14,3.83,4081
20525,0.23,Very Good,E,VS2,61.9,56.0,3.94,3.98,2.45,369
43000,0.32,Ideal,G,SI1,62.3,55.0,4.35,4.38,2.72,477
43765,0.31,Ideal,G,VVS1,61.8,57.0,4.34,4.37,2.69,761
42214,0.3,Very Good,E,VS1,62.8,56.0,4.27,4.3,2.69,626
83152,2.14,Premium,I,VS1,61.7,60.0,8.38,8.27,5.16,17936
96644,0.3,Ideal,H,IF,62.1,56.0,4.3,4.31,2.67,764
51565,0.73,Ideal,F,SI2,61.6,56.0,5.78,5.81,3.57,2164
6038,0.9,Very Good,E,SI1,60.3,57.0,6.18,6.24,3.73,4211
50164,0.31,Good,D,SI2,63.6,57.0,4.31,4.28,2.74,593
76751,1.02,Ideal,G,VVS2,60.9,56.0,6.54,6.5,3.97,8296
28119,0.51,Very Good,H,VS1,63.0,54.0,4.99,5.05,3.16,1306
38739,0.23,Very Good,H,IF,63.2,55.0,3.89,3.9,2.48,369
29077,1.01,Good,D,SI1,64.0,59.0,6.34,6.24,4.04,5521
91427,1.26,Ideal,G,VVS1,61.2,56.0,6.97,6.93,4.26,11234
51982,0.27,Very Good,E,VS1,62.4,55.0,4.15,4.18,2.6,484
28730,0.5,Ideal,D,VS2,62.4,55.0,5.12,5.15,3.21,1752
69553,0.3,Ideal,F,VVS1,61.2,58.0,4.32,4.35,2.65,742
63903,0.91,Premium,G,SI2,62.6,60.0,6.2,6.25,3.9,3435
46406,0.7,Premium,H,SI1,61.0,56.0,5.77,5.73,3.51,2319
67903,0.51,Ideal,G,VVS1,60.9,56.0,5.18,5.2,3.16,1865
51109,0.41,Premium,D,VVS1,61.3,60.0,4.8,4.76,2.93,1431
84753,0.53,Premium,D,SI1,62.0,58.0,5.18,5.15,3.21,1723
15404,0.51,Ideal,F,VS1,61.8,56.0,5.1,5.13,3.17,1830
63619,0.27,Very Good,F,VS2,61.5,57.0,4.14,4.18,2.56,470
41431,0.66,Very Good,H,VVS1,62.3,57.0,5.55,5.6,3.46,2393
2645,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.25,3.23,2203
7963,1.62,Premium,I,VS2,62.0,58.0,7.54,7.58,4.68,11360
98395,0.42,Ideal,G,VVS2,61.4,56.0,4.83,4.81,2.96,987
68081,2.04,Ideal,I,SI1,62.0,55.0,8.18,8.11,5.04,16642
29878,0.71,Very Good,F,VS2,60.7,57.0,5.71,5.77,3.48,2806
82567,0.74,Ideal,G,SI1,62.4,56.0,5.79,5.77,3.6,2706
90482,1.04,Premium,G,VS2,60.8,61.0,6.57,6.49,3.98,6153
65771,1.0,Premium,F,SI2,58.0,59.0,6.65,6.58,3.82,4470
37969,0.33,Ideal,H,VVS1,62.6,55.0,4.43,4.41,2.77,769
16952,0.3,Very Good,F,VS2,63.5,57.0,4.22,4.25,2.69,605
52608,1.06,Premium,F,VS2,62.0,60.0,6.5,6.46,4.02,6593
26074,1.18,Ideal,F,IF,60.6,56.0,6.8,6.88,4.16,13560
53048,0.7,Very Good,F,SI1,63.4,57.0,5.61,5.65,3.58,2310
48096,0.75,Ideal,H,SI2,62.1,57.0,5.84,5.8,3.62,2397
5384,0.54,Ideal,E,VS2,62.0,56.0,5.26,5.24,3.25,1658
34601,0.26,Very Good,F,VS2,61.2,60.0,4.13,4.1,2.48,394
4203,0.52,Ideal,D,SI1,62.5,57.0,5.13,5.16,3.21,1749
20550,0.45,Ideal,F,VS1,60.9,56.0,4.96,4.99,3.05,1296
79543,0.72,Ideal,E,VS2,62.2,56.0,5.73,5.76,3.57,3697
47029,0.35,Ideal,E,VVS1,61.7,53.0,4.56,4.6,2.83,1091
82095,0.3,Premium,E,VVS2,62.6,60.0,4.28,4.22,2.66,1013
78135,2.03,Ideal,H,SI1,62.1,57.0,8.06,7.99,4.99,16530
27813,1.03,Ideal,F,SI1,62.2,56.0,6.43,6.45,4.0,5671
9191,0.53,Very Good,F,VVS2,61.0,56.0,5.21,5.26,3.2,2016
21028,0.32,Ideal,D,SI1,60.5,56.0,4.43,4.45,2.69,674
69572,0.5,Good,F,SI2,58.8,61.0,5.22,5.16,3.04,1174
3670,0.7,Very Good,F,SI1,61.0,61.0,5.72,5.76,3.49,2298
56937,0.4,Good,D,VS2,63.9,56.0,4.68,4.64,2.98,1031
29614,0.7,Very Good,H,SI1,62.4,59.0,5.68,5.72,3.56,2028
10441,0.25,Premium,E,VVS2,61.1,56.0,4.12,4.13,2.51,740
91691,0.3,Premium,E,SI1,61.8,58.0,4.31,4.27,2.65,709
15988,0.56,Ideal,E,SI1,61.9,56.0,5.3,5.35,3.3,1601
63758,1.17,Ideal,G,VS2,61.8,57.0,6.77,6.81,4.19,7636
66740,0.7,Very Good,G,SI1,62.9,59.0,5.63,5.66,3.55,2304
98825,0.3,Ideal,F,VS2,62.0,55.0,4.37,4.35,2.71,844
20685,0.52,Ideal,E,VS2,62.2,57.0,5.13,5.16,3.2,1809
22830,0.5,Premium,D,SI1,61.3,60.0,5.1,5.05,3.11,1585
82773,0.41,Very Good,G,VS2,59.8,58.0,4.78,4.81,2.88,827
98479,2.04,Premium,J,SI2,62.0,59.0,8.1,8.13,5.04,9545
41245,0.32,Ideal,G,VS1,62.0,56.0,4.39,4.41,2.73,645
69095,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,8362
95769,0.59,Ideal,E,VS1,62.6,56.0,5.34,5.38,3.35,2274
45259,0.26,Very Good,G,VVS2,59.5,60.0,4.12,4.16,2.48,478
42414,1.03,Very Good,H,SI1,62.8,60.0,6.42,6.38,4.02,4258
19639,0.56,Ideal,D,VS2,60.3,59.0,5.26,5.33,3.2,1963
9961,2.25,Premium,H,SI1,62.1,60.0,8.39,8.35,5.19,17452
21190,0.41,Ideal,D,VVS2,61.9,56.0,4.76,4.74,2.94,1181
11667,0.52,Premium,E,VS2,60.5,60.0,5.24,5.16,3.15,1815
75635,0.32,Ideal,H,VVS2,61.9,57.0,4.36,4.38,2.71,612
45142,1.2,Very Good,I,SI1,63.5,59.0,6.65,6.68,4.23,4791
67943,2.11,Ideal,G,SI2,62.8,55.0,8.12,8.07,5.06,16064
61863,0.41,Premium,E,SI1,60.6,58.0,4.76,4.78,2.89,651
19499,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.35,2.67,731
36148,1.05,Ideal,G,VS1,61.7,56.0,6.54,6.58,4.05,7253
19052,1.15,Premium,G,VS1,61.2,58.0,6.77,6.68,4.12,7589
5568,0.52,Ideal,H,SI1,62.0,55.0,5.16,5.19,3.21,1238
30679,0.72,Premium,I,VVS1,60.8,59.0,5.77,5.74,3.51,2768
96015,0.66,Ideal,D,SI1,61.0,57.0,5.63,5.6,3.43,2210
34869,1.01,Very Good,E,SI2,60.4,57.0,6.5,6.54,3.94,4666
85130,1.07,Ideal,H,SI1,61.7,58.0,6.55,6.58,4.05,5752
96125,0.32,Premium,G,VS1,61.0,59.0,4.44,4.41,2.7,828
55840,0.36,Ideal,D,VVS2,60.7,56.0,4.61,4.63,2.8,1232
99528,0.31,Ideal,G,VS1,61.8,55.0,4.31,4.34,2.68,625
74372,1.14,Ideal,G,SI1,61.0,55.0,6.79,6.74,4.13,6213
55962,0.31,Ideal,E,VVS2,61.3,54.0,4.39,4.42,2.7,751
81565,0.51,Ideal,E,VS2,61.9,56.0,5.15,5.18,3.2,2099
30213,1.22,Premium,I,SI1,62.5,58.0,6.84,6.77,4.25,5027
69355,0.5,Very Good,D,SI2,63.2,57.0,5.1,5.05,3.2,1211
32344,0.57,Very Good,G,VS1,62.9,56.0,5.24,5.29,3.31,2274
72464,1.0,Good,D,SI2,63.7,60.0,6.28,6.32,4.01,4916
15518,1.01,Premium,J,SI2,62.1,59.0,6.39,6.4,3.97,3548
73443,1.06,Premium,F,SI2,61.2,60.0,6.57,6.54,4.02,4318
59927,1.01,Good,G,VS2,63.1,60.0,6.31,6.39,4.01,5204
81152,0.31,Ideal,H,VS1,62.3,55.0,4.31,4.33,2.69,698
49562,0.32,Ideal,D,VS1,61.9,55.0,4.41,4.44,2.74,967
73873,0.72,Ideal,E,VS2,61.9,56.0,5.74,5.78,3.57,3150
58325,2.01,Premium,I,SI2,60.8,61.0,8.13,8.08,4.97,14388
18307,1.12,Ideal,G,VVS2,62.4,55.0,6.66,6.7,4.17,8998
36730,0.76,Good,E,VS2,63.8,58.0,5.79,5.84,3.68,3200
61052,0.7,Very Good,G,SI2,62.3,58.0,5.67,5.7,3.54,2250
41558,0.8,Ideal,E,SI1,62.4,56.0,5.97,5.93,3.72,3146
81592,0.4,Ideal,D,VS2,62.3,57.0,4.72,4.7,2.94,1055
4954,0.42,Very Good,I,VVS2,62.8,58.0,4.75,4.76,2.99,807
85486,1.52,Premium,H,SI1,60.3,58.0,7.51,7.48,4.5,9784
36629,1.01,Premium,I,VS2,62.3,58.0,6.44,6.4,3.99,4126
43836,0.9,Very Good,H,VS1,59.9,59.0,6.24,6.29,3.74,4481
29569,1.01,Ideal,G,VS1,61.5,56.0,6.44,6.42,3.95,4872
5265,0.58,Very Good,D,SI1,63.2,58.0,5.32,5.28,3.35,1944
66898,0.31,Ideal,G,VVS1,62.2,55.0,4.37,4.42,2.73,840
47704,1.56,Ideal,G,SI1,61.6,55.0,7.49,7.43,4.59,10850
90595,0.59,Ideal,G,SI1,62.1,56.0,5.38,5.4,3.34,1446
53631,0.51,Premium,E,VS2,61.8,58.0,5.14,5.12,3.17,1580
41294,0.92,Very Good,G,SI1,62.8,58.0,6.3,6.16,3.9,4095
56113,0.55,Ideal,G,VS2,61.7,56.0,5.23,5.26,3.24,1746
11488,1.07,Ideal,G,VS2,61.0,55.0,6.68,6.64,4.05,7236
34663,0.41,Very Good,G,VS2,63.4,57.0,4.68,4.73,2.99,1009
63339,0.9,Very Good,H,VS2,62.3,57.0,6.15,6.2,3.85,4013
37046,1.86,Premium,G,VS2,62.2,58.0,7.89,7.82,4.88,17416
17698,1.08,Premium,E,SI1,60.3,58.0,6.65,6.62,4.02,6335
65682,0.8,Good,D,VS2,63.6,55.0,5.9,5.88,3.75,3630
4479,0.9,Premium,H,SI2,62.4,59.0,6.17,6.1,3.82,3032
8232,0.41,Very Good,D,VS1,62.6,55.0,4.74,4.78,2.99,1140
45249,0.31,Ideal,F,VS2,62.5,57.0,4.31,4.36,2.71,605
54402,2.01,Premium,H,SI2,59.7,59.0,8.26,8.19,4.93,13324
17962,0.34,Ideal,G,VS2,61.9,56.0,4.5,4.46,2.77,765
35622,1.2,Premium,E,VS1,62.3,59.0,6.81,6.74,4.22,10367
96123,0.3,Premium,H,SI1,62.0,60.0,4.29,4.32,2.66,542
24439,0.7,Very Good,D,SI2,61.8,55.0,5.67,5.72,3.52,2298
60795,0.31,Ideal,F,VVS1,62.5,56.0,4.3,4.32,2.69,879
34325,1.5,Good,F,SI2,61.1,60.0,7.23,7.28,4.42,8371
37295,0.25,Very Good,E,VVS1,61.5,57.0,3.99,4.07,2.47,575
88771,1.01,Premium,F,SI2,59.4,56.0,6.54,6.58,3.89,4375
87991,0.53,Ideal,E,SI2,62.2,55.0,5.17,5.2,3.23,1228
33197,0.55,Ideal,F,VS2,61.1,56.0,5.3,5.32,3.25,1708
51518,0.5,Good,F,SI1,63.1,58.0,5.06,5.09,3.2,1195
61190,0.75,Ideal,G,SI1,61.9,56.0,5.83,5.85,3.61,3034
6847,1.01,Premium,H,SI2,62.2,58.0,6.37,6.41,3.97,4234
57681,0.54,Ideal,H,SI1,61.1,55.0,5.24,5.28,3.21,1244
6017,0.75,Premium,D,SI1,61.7,59.0,5.84,5.8,3.59,3024
8500,0.3,Premium,H,VS1,61.8,58.0,4.31,4.27,2.65,675
82128,0.7,Ideal,G,VVS2,61.8,56.0,5.75,5.7,3.54,3544
88876,0.56,Ideal,D,SI1,62.3,57.0,5.27,5.3,3.29,1722
2761,0.31,Ideal,H,VS2,61.2,54.0,4.37,4.39,2.68,507
25669,1.01,Premium,D,SI2,62.2,58.0,6.44,6.37,3.98,4588
96208,1.11,Ideal,F,VS1,62.2,56.0,6.61,6.64,4.12,8773
79510,0.31,Ideal,D,VS2,61.8,55.0,4.38,4.34,2.69,734
49342,2.01,Premium,H,SI1,62.5,61.0,8.08,8.04,5.01,16733
91033,0.32,Ideal,D,SI1,62.6,53.6,4.38,4.41,2.75,652
26786,1.7,Ideal,H,VS2,61.7,56.0,7.64,7.68,4.72,12970
78582,0.34,Premium,G,VS2,61.1,59.0,4.53,4.48,2.75,765
12701,1.18,Ideal,D,SI1,62.0,57.0,6.73,6.79,4.19,7066
10521,0.7,Very Good,H,VS1,63.3,58.0,5.65,5.62,3.58,2579
644,2.01,Ideal,H,SI1,62.1,57.0,8.06,8.09,5.01,16128
38298,1.28,Premium,G,SI2,61.5,62.0,7.02,6.96,4.29,6202
60988,0.31,Ideal,G,VS1,61.2,56.0,4.38,4.4,2.69,666
16840,0.46,Very Good,F,VVS1,63.0,56.0,4.92,4.96,3.1,1362
30411,1.01,Very Good,E,SI1,62.9,55.0,6.38,6.41,4.02,5416
47961,0.31,Ideal,F,VS2,61.4,55.0,4.35,4.38,2.68,642
70279,1.2,Very Good,I,SI1,63.2,58.0,6.78,6.71,4.25,5132
93253,1.04,Ideal,D,SI1,61.3,56.0,6.52,6.55,4.0,5766
36229,1.02,Premium,F,SI2,62.1,57.0,6.47,6.43,4.01,4295
30118,0.41,Ideal,G,VVS1,61.5,56.0,4.78,4.82,2.95,1008
68924,2.03,Ideal,I,SI1,61.6,57.0,8.12,8.17,5.02,18435
63385,0.33,Ideal,D,VS1,62.1,54.0,4.52,4.5,2.8,848
27830,0.4,Ideal,F,VS2,61.4,56.0,4.79,4.77,2.93,1059
38177,0.28,Very Good,I,VS2,63.0,56.0,4.15,4.23,2.66,357
71280,1.51,Premium,H,VVS2,59.8,58.0,7.48,7.43,4.46,13063
97319,0.51,Ideal,F,VVS2,60.5,56.0,5.21,5.18,3.14,2227
1913,1.02,Ideal,F,IF,62.0,55.0,6.47,6.5,4.02,9901
51563,1.91,Good,H,SI2,63.0,58.0,7.84,7.78,4.97,10336
47028,0.36,Premium,D,VS2,60.1,58.0,4.63,4.67,2.79,828
51435,0.35,Ideal,F,IF,61.3,54.0,4.6,4.63,2.83,1101
66658,0.31,Very Good,G,VVS2,62.2,58.0,4.28,4.33,2.68,707
59142,1.3,Premium,H,SI2,62.7,59.0,6.94,6.9,4.34,5408
38666,0.7,Very Good,D,VS2,62.1,57.0,5.68,5.72,3.55,2890
15472,1.24,Ideal,I,VS2,61.2,57.0,6.88,6.95,4.23,5291
45864,1.04,Ideal,E,SI2,60.9,56.0,6.61,6.54,4.01,4921
1068,0.33,Ideal,F,VVS2,61.7,56.0,4.44,4.46,2.75,1114
40838,0.71,Good,H,VS2,63.2,61.0,5.63,5.58,3.54,1758
81838,0.9,Very Good,E,SI1,61.6,58.0,6.2,6.18,3.81,4668
23520,1.0,Premium,G,SI1,61.1,58.0,6.41,6.45,3.93,4763
95320,1.01,Very Good,D,SI1,63.5,56.0,6.37,6.34,4.03,5699
31226,1.01,Good,E,SI1,63.5,60.0,6.34,6.42,4.05,4854
8644,0.3,Very Good,H,VVS1,62.8,57.0,4.27,4.3,2.69,622
5513,1.0,Very Good,F,SI1,63.5,57.0,6.36,6.31,4.02,4984
89953,1.11,Ideal,G,VS1,62.1,54.0,6.63,6.66,4.12,7544
62243,1.21,Ideal,I,SI2,61.5,56.0,6.82,6.79,4.19,5390
76871,1.79,Ideal,I,VS2,62.4,57.0,7.8,7.84,4.87,12709
55272,0.7,Premium,E,SI1,60.1,58.0,5.76,5.66,3.42,2535
43214,1.03,Very Good,H,SI1,58.9,60.0,6.55,6.59,3.87,5237
91890,0.31,Premium,G,VS2,61.8,59.0,4.31,4.35,2.68,544
1319,1.1,Ideal,E,VVS2,61.5,56.0,6.65,6.62,4.08,10580
49186,0.82,Ideal,I,VS2,61.8,55.0,6.0,6.03,3.72,2695
62903,0.93,Ideal,H,VS1,62.1,57.0,6.19,6.25,3.86,4234
845,2.08,Ideal,F,SI2,59.3,57.0,8.35,8.27,4.94,17448
65476,1.01,Premium,G,SI2,62.2,56.0,6.38,6.43,3.98,3634
76083,0.3,Ideal,H,VS1,61.3,57.0,4.33,4.3,2.65,554
66497,1.2,Premium,H,VS2,61.4,56.0,6.85,6.76,4.18,6468
48584,1.11,Ideal,G,VS1,61.6,57.0,6.66,6.68,4.11,8210
80644,0.72,Ideal,F,SI1,62.5,58.0,5.72,5.74,3.58,2999
63263,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1588
27060,0.74,Ideal,H,SI1,61.3,55.0,5.81,5.85,3.59,3254
91268,0.42,Ideal,D,SI2,61.9,56.0,4.84,4.82,2.99,898
54102,0.9,Ideal,E,SI2,61.8,57.0,6.2,6.23,3.84,3872
34857,1.53,Premium,G,SI2,62.0,59.0,7.34,7.36,4.56,8932
7922,0.32,Ideal,G,VS2,62.2,55.0,4.41,4.38,2.73,561
70711,1.53,Very Good,G,VS2,62.9,58.0,7.27,7.34,4.62,11923
6620,0.28,Ideal,G,VVS2,62.1,55.0,4.2,4.23,2.61,624
52750,0.42,Premium,F,SI1,62.7,58.0,4.77,4.81,3.01,992
11813,0.7,Very Good,I,SI1,63.5,58.0,5.64,5.65,3.58,2055
37183,0.43,Good,F,SI1,63.7,55.0,4.8,4.83,3.07,722
72547,1.01,Good,D,SI1,63.7,60.0,6.3,6.32,4.02,5461
49032,0.42,Ideal,D,VS1,61.1,57.0,4.86,4.81,2.96,1105
96985,1.51,Very Good,G,VS2,64.2,57.0,7.23,7.27,4.64,11314
43627,0.51,Very Good,G,SI1,59.7,58.0,5.22,5.27,3.14,1268
8591,0.71,Premium,F,SI1,62.0,60.0,5.7,5.67,3.52,2381
44222,1.35,Ideal,F,VS2,60.1,57.0,7.16,7.23,4.32,15005
50206,1.02,Very Good,D,SI1,61.4,60.0,6.46,6.49,3.98,5645
39546,0.32,Ideal,G,SI1,63.0,56.0,4.36,4.31,2.72,612
10257,1.02,Very Good,F,SI1,63.1,57.0,6.39,6.43,4.04,5998
24760,0.31,Ideal,F,IF,60.8,56.0,4.39,4.37,2.66,866
12695,0.31,Ideal,G,VVS2,61.2,56.0,4.38,4.42,2.69,679
70161,0.81,Premium,E,SI2,60.3,56.0,6.06,6.04,3.65,2698
67150,0.42,Premium,G,VS2,60.1,59.0,4.83,4.79,2.9,1087
54422,0.72,Ideal,I,VS2,61.8,56.0,5.8,5.75,3.57,2650
67383,0.32,Ideal,F,VVS1,62.6,57.0,4.38,4.35,2.73,926
20524,0.35,Ideal,E,SI1,61.8,54.0,4.53,4.56,2.81,662
14759,0.34,Ideal,D,VS2,62.0,55.0,4.5,4.53,2.8,805
30516,0.4,Premium,G,VVS2,62.1,58.0,4.74,4.69,2.93,1050
86829,1.06,Ideal,I,VS1,60.8,57.0,6.61,6.58,4.02,5525
54243,0.72,Very Good,G,SI2,63.3,56.0,5.72,5.68,3.61,2326
70282,0.93,Very Good,J,VS2,61.1,58.0,6.23,6.27,3.82,3080
92986,0.37,Ideal,G,VS1,60.9,56.0,4.66,4.67,2.84,943
69395,0.36,Premium,E,VS2,61.2,59.0,4.58,4.62,2.81,739
59599,0.3,Ideal,E,VS2,61.6,57.0,4.34,4.28,2.66,844
83574,0.31,Good,G,SI1,63.9,56.0,4.33,4.27,2.75,593
95579,0.31,Ideal,F,VS2,61.6,54.0,4.37,4.39,2.7,625
45495,0.91,Ideal,G,SI1,62.0,58.0,6.21,6.28,3.87,4185
6761,0.42,Premium,D,VS2,61.7,58.0,4.8,4.78,2.96,910
19987,0.56,Ideal,F,VS1,62.3,54.9,5.28,5.31,3.3,1850
88352,0.73,Ideal,F,VS2,61.8,54.0,5.8,5.83,3.59,3420
37262,1.5,Very Good,H,SI2,62.5,60.0,7.2,7.25,4.52,8005
35329,1.01,Ideal,G,VS1,62.1,56.0,6.45,6.39,3.99,6659
27214,1.22,Premium,E,SI2,62.0,58.0,6.87,6.82,4.24,5723
13252,0.34,Ideal,E,VS2,62.8,55.0,4.49,4.46,2.81,900
11822,0.73,Premium,E,SI2,61.6,58.0,5.75,5.79,3.55,2457
99517,0.34,Premium,G,VS2,60.6,60.0,4.52,4.49,2.73,765
67940,0.71,Very Good,E,VS2,62.4,56.0,5.64,5.68,3.54,3372
51583,0.34,Premium,H,VS1,61.7,59.0,4.51,4.46,2.78,765
97573,1.06,Ideal,F,VS2,61.2,56.0,6.62,6.5,4.01,7209
74686,0.7,Very Good,G,SI1,62.6,59.0,5.72,5.66,3.55,2266
66620,0.31,Good,G,VS2,58.0,58.0,4.46,4.51,2.62,544
54729,1.2,Very Good,I,SI1,63.1,57.0,6.73,6.7,4.22,5248
43264,2.01,Premium,H,VS2,63.0,58.0,7.94,7.87,4.99,17111
34506,0.73,Ideal,G,VVS2,61.4,57.0,5.83,5.77,3.56,2854
17281,0.32,Ideal,H,IF,61.8,54.0,4.43,4.46,2.75,863
18276,0.71,Ideal,E,VS2,61.2,56.0,5.78,5.81,3.55,2873
11376,0.51,Premium,D,VVS2,61.8,61.0,5.12,5.09,3.15,2202
38162,0.87,Premium,G,VS2,62.7,60.0,6.04,5.99,3.77,3095
96366,0.31,Ideal,D,SI1,61.9,56.0,4.38,4.34,2.7,732
47086,0.35,Ideal,F,VS2,61.7,55.0,4.56,4.58,2.82,596
49680,1.51,Premium,G,VS2,60.1,60.0,7.46,7.43,4.49,12831
46695,1.52,Ideal,D,SI1,61.8,55.0,7.38,7.41,4.58,13872
72749,2.02,Fair,H,SI1,64.6,61.0,7.9,7.93,5.15,16123
24623,1.11,Ideal,J,VS2,61.5,57.0,6.66,6.7,4.11,3296
22906,1.16,Premium,I,VS1,61.4,59.0,6.75,6.78,4.15,6369
19621,1.09,Premium,H,VS2,60.6,59.0,6.67,6.61,4.02,5217
22967,0.71,Very Good,G,VVS1,61.7,58.0,5.7,5.73,3.53,3065
52702,1.2,Premium,E,SI1,61.5,56.0,6.88,6.78,4.2,6480
61759,1.09,Premium,F,VS2,62.0,58.0,6.59,6.54,4.07,7162
27908,1.01,Premium,G,VS1,59.3,60.0,6.51,6.54,3.86,6632
10394,0.71,Ideal,D,SI2,62.3,56.0,5.68,5.72,3.55,2279
87740,1.23,Ideal,H,VS2,62.0,54.8,6.85,6.86,4.24,8057
31791,1.09,Ideal,G,VS2,60.3,56.0,6.71,6.68,4.03,6664
12574,0.31,Premium,G,SI1,62.2,55.0,4.38,4.36,2.72,593
72608,0.38,Ideal,F,SI1,62.4,55.0,4.64,4.66,2.9,969
119,1.07,Premium,G,SI2,62.9,60.0,6.55,6.5,4.1,4065
10043,0.35,Ideal,F,VS2,61.9,56.0,4.58,4.54,2.82,906
53286,0.58,Ideal,F,SI1,62.1,56.0,5.34,5.38,3.33,1571
71969,0.56,Ideal,E,SI1,62.0,54.0,5.29,5.31,3.29,1601
6697,1.0,Premium,H,SI1,61.9,61.0,6.35,6.4,3.95,5131
6873,0.77,Ideal,G,SI1,62.6,56.0,5.89,5.84,3.67,2825
23818,1.14,Premium,G,VVS2,60.6,58.0,6.78,6.83,4.12,9424
75812,0.3,Ideal,F,VS2,61.3,57.0,4.32,4.28,2.63,630
61773,0.33,Ideal,E,VVS1,61.4,56.0,4.46,4.44,2.73,984
93900,0.68,Premium,D,SI1,60.1,59.0,5.69,5.65,3.41,2383
64383,0.3,Ideal,F,VVS1,61.8,57.0,4.28,4.29,2.65,1012
23300,0.3,Premium,G,VVS2,60.6,58.0,4.37,4.35,2.64,878
93393,1.07,Ideal,G,VVS2,61.5,54.0,6.64,6.66,4.09,8107
72700,1.02,Ideal,E,SI2,61.5,56.0,6.48,6.52,3.99,4844
18547,0.31,Ideal,D,VS1,61.9,55.0,4.34,4.37,2.7,738
98979,0.59,Ideal,E,VVS2,61.4,59.0,5.37,5.4,3.3,2514
13086,1.29,Premium,H,VS2,62.7,59.0,6.89,6.85,4.3,5700
94641,0.82,Ideal,G,VS1,61.8,56.0,6.02,6.07,3.73,4138
